Forward Packets	Forward Bytes	Delta Forward Packets	Delta Forward Bytes	Forward Instantaneous Packets per Second	Forward Average Packets per second	Forward Instantaneous Bytes per Second	Forward Average Bytes per second	Reverse Packets	Reverse Bytes	Delta Reverse Packets	Delta Reverse Bytes	DeltaReverse Instantaneous Packets per Second	Reverse Average Packets per second	Reverse Instantaneous Bytes per Second	Reverse Average Bytes per second	Traffic Type
1406	92826	87	5742	87.0	74.0	5742.0	4885.578947368421	1409	123578	87	7641	87.0	74.15789473684211	7641.0	6504.105263157895	telnet
1535	101340	129	8514	129.0	76.75	8514.0	5067.0	1409	123578	87	7641	87.0	74.15789473684211	7641.0	6504.105263157895	telnet
1535	101340	129	8514	129.0	76.75	8514.0	5067.0	1538	134946	129	11368	129.0	76.9	11368.0	6747.3	telnet
1620	106950	85	5610	85.0	77.14285714285714	5610.0	5092.857142857143	1538	134946	129	11368	129.0	76.9	11368.0	6747.3	telnet
1620	106950	85	5610	85.0	77.14285714285714	5610.0	5092.857142857143	1623	142431	85	7485	85.0	77.28571428571429	7485.0	6782.428571428572	telnet
1663	109788	43	2838	43.0	75.5909090909091	2838.0	4990.363636363636	1623	142431	85	7485	85.0	77.28571428571429	7485.0	6782.428571428572	telnet
1663	109788	43	2838	43.0	75.5909090909091	2838.0	4990.363636363636	1666	146203	43	3772	43.0	75.72727272727273	3772.0	6645.590909090909	telnet
1758	116058	95	6270	95.0	76.43478260869566	6270.0	5046.0	1666	146203	43	3772	43.0	75.72727272727273	3772.0	6645.590909090909	telnet
1758	116058	95	6270	95.0	76.43478260869566	6270.0	5046.0	1761	154576	95	8373	95.0	76.56521739130434	8373.0	6720.695652173913	telnet
1822	120312	64	4254	64.0	75.91666666666667	4254.0	5013.0	1761	154576	95	8373	95.0	76.56521739130434	8373.0	6720.695652173913	telnet
1822	120312	64	4254	64.0	75.91666666666667	4254.0	5013.0	1828	160273	67	5697	67.0	76.16666666666667	5697.0	6678.041666666667	telnet
1960	129420	138	9108	138.0	78.4	9108.0	5176.8	1828	160273	67	5697	67.0	76.16666666666667	5697.0	6678.041666666667	telnet
1960	129420	138	9108	138.0	78.4	9108.0	5176.8	1966	172407	138	12134	138.0	78.64	12134.0	6896.28	telnet
2092	138132	132	8712	132.0	80.46153846153847	8712.0	5312.7692307692305	1966	172407	138	12134	138.0	78.64	12134.0	6896.28	telnet
2092	138132	132	8712	132.0	80.46153846153847	8712.0	5312.7692307692305	2098	184016	132	11609	132.0	80.6923076923077	11609.0	7077.538461538462	telnet
2223	146778	131	8646	131.0	82.33333333333333	8646.0	5436.222222222223	2098	184016	132	11609	132.0	80.6923076923077	11609.0	7077.538461538462	telnet
2223	146778	131	8646	131.0	82.33333333333333	8646.0	5436.222222222223	2229	195572	131	11556	131.0	82.55555555555556	11556.0	7243.407407407408	telnet
2262	149352	39	2574	39.0	80.78571428571429	2574.0	5334.0	2229	195572	131	11556	131.0	82.55555555555556	11556.0	7243.407407407408	telnet
2262	149352	39	2574	39.0	80.78571428571429	2574.0	5334.0	2268	198996	39	3424	39.0	81.0	3424.0	7107.0	telnet
2349	155094	87	5742	87.0	81.0	5742.0	5348.068965517241	2268	198996	39	3424	39.0	81.0	3424.0	7107.0	telnet
2349	155094	87	5742	87.0	81.0	5742.0	5348.068965517241	2355	206689	87	7693	87.0	81.20689655172414	7693.0	7127.206896551724	telnet
2409	159054	60	3960	60.0	80.3	3960.0	5301.8	2355	206689	87	7693	87.0	81.20689655172414	7693.0	7127.206896551724	telnet
2409	159054	60	3960	60.0	80.3	3960.0	5301.8	2415	211979	60	5290	60.0	80.5	5290.0	7065.966666666666	telnet
2540	167700	131	8646	131.0	81.93548387096774	8646.0	5409.677419354839	2415	211979	60	5290	60.0	80.5	5290.0	7065.966666666666	telnet
2540	167700	131	8646	131.0	81.93548387096774	8646.0	5409.677419354839	2546	223538	131	11559	131.0	82.12903225806451	11559.0	7210.903225806452	telnet
2633	173838	93	6138	93.0	82.28125	6138.0	5432.4375	2546	223538	131	11559	131.0	82.12903225806451	11559.0	7210.903225806452	telnet
2633	173838	93	6138	93.0	82.28125	6138.0	5432.4375	2639	231731	93	8193	93.0	82.46875	8193.0	7241.59375	telnet
2760	182220	127	8382	127.0	83.63636363636364	8382.0	5521.818181818182	2639	231731	93	8193	93.0	82.46875	8193.0	7241.59375	telnet
2760	182220	127	8382	127.0	83.63636363636364	8382.0	5521.818181818182	2766	242928	127	11197	127.0	83.81818181818181	11197.0	7361.454545454545	telnet
2817	185982	57	3762	57.0	82.8529411764706	3762.0	5470.058823529412	2766	242928	127	11197	127.0	83.81818181818181	11197.0	7361.454545454545	telnet
2817	185982	57	3762	57.0	82.8529411764706	3762.0	5470.058823529412	2823	247909	57	4981	57.0	83.02941176470588	4981.0	7291.441176470588	telnet
2885	190500	68	4518	68.0	82.42857142857143	4518.0	5442.857142857143	2823	247909	57	4981	57.0	83.02941176470588	4981.0	7291.441176470588	telnet
2885	190500	68	4518	68.0	82.42857142857143	4518.0	5442.857142857143	2892	253779	69	5870	69.0	82.62857142857143	5870.0	7250.828571428571	telnet
2926	193206	41	2706	41.0	81.27777777777777	2706.0	5366.833333333333	2892	253779	69	5870	69.0	82.62857142857143	5870.0	7250.828571428571	telnet
2926	193206	41	2706	41.0	81.27777777777777	2706.0	5366.833333333333	2933	257461	41	3682	41.0	81.47222222222223	3682.0	7151.694444444444	telnet
2926	193206	0	0	0.0	79.08108108108108	0.0	5221.783783783784	2933	257461	41	3682	41.0	81.47222222222223	3682.0	7151.694444444444	telnet
2926	193206	0	0	0.0	79.08108108108108	0.0	5221.783783783784	2933	257461	0	0	0.0	79.27027027027027	0.0	6958.405405405405	telnet
3042	200862	116	7656	116.0	80.05263157894737	7656.0	5285.8421052631575	2933	257461	0	0	0.0	79.27027027027027	0.0	6958.405405405405	telnet
3042	200862	116	7656	116.0	80.05263157894737	7656.0	5285.8421052631575	3049	267663	116	10202	116.0	80.23684210526316	10202.0	7043.763157894737	telnet
3204	211554	162	10692	162.0	82.15384615384616	10692.0	5424.461538461538	3049	267663	116	10202	116.0	80.23684210526316	10202.0	7043.763157894737	telnet
3204	211554	162	10692	162.0	82.15384615384616	10692.0	5424.461538461538	3211	282015	162	14352	162.0	82.33333333333333	14352.0	7231.153846153846	telnet
3358	221718	154	10164	154.0	83.95	10164.0	5542.95	3211	282015	162	14352	162.0	82.33333333333333	14352.0	7231.153846153846	telnet
3358	221718	154	10164	154.0	83.95	10164.0	5542.95	3365	295542	154	13527	154.0	84.125	13527.0	7388.55	telnet
3391	223896	33	2178	33.0	82.70731707317073	2178.0	5460.878048780488	3365	295542	154	13527	154.0	84.125	13527.0	7388.55	telnet
3391	223896	33	2178	33.0	82.70731707317073	2178.0	5460.878048780488	3398	298439	33	2897	33.0	82.8780487804878	2897.0	7279.0	telnet
3391	223896	0	0	0.0	80.73809523809524	0.0	5330.857142857143	3398	298439	33	2897	33.0	82.8780487804878	2897.0	7279.0	telnet
3391	223896	0	0	0.0	80.73809523809524	0.0	5330.857142857143	3398	298439	0	0	0.0	80.9047619047619	0.0	7105.690476190476	telnet
3412	225282	21	1386	21.0	79.34883720930233	1386.0	5239.116279069767	3398	298439	0	0	0.0	80.9047619047619	0.0	7105.690476190476	telnet
3412	225282	21	1386	21.0	79.34883720930233	1386.0	5239.116279069767	3419	300273	21	1834	21.0	79.51162790697674	1834.0	6983.093023255814	telnet
3471	229176	59	3894	59.0	78.88636363636364	3894.0	5208.545454545455	3419	300273	21	1834	21.0	79.51162790697674	1834.0	6983.093023255814	telnet
3471	229176	59	3894	59.0	78.88636363636364	3894.0	5208.545454545455	3478	305477	59	5204	59.0	79.04545454545455	5204.0	6942.659090909091	telnet
3563	235248	92	6072	92.0	79.17777777777778	6072.0	5227.733333333334	3478	305477	59	5204	59.0	79.04545454545455	5204.0	6942.659090909091	telnet
3563	235248	92	6072	92.0	79.17777777777778	6072.0	5227.733333333334	3570	313577	92	8100	92.0	79.33333333333333	8100.0	6968.377777777778	telnet
3610	238380	47	3132	47.0	78.47826086956522	3132.0	5182.173913043478	3570	313577	92	8100	92.0	79.33333333333333	8100.0	6968.377777777778	telnet
3610	238380	47	3132	47.0	78.47826086956522	3132.0	5182.173913043478	3618	317580	48	4003	48.0	78.65217391304348	4003.0	6903.913043478261	telnet
3674	242604	64	4224	64.0	78.17021276595744	4224.0	5161.787234042553	3618	317580	48	4003	48.0	78.65217391304348	4003.0	6903.913043478261	telnet
3674	242604	64	4224	64.0	78.17021276595744	4224.0	5161.787234042553	3682	323221	64	5641	64.0	78.34042553191489	5641.0	6877.04255319149	telnet
3788	250128	114	7524	114.0	78.91666666666667	7524.0	5211.0	3682	323221	64	5641	64.0	78.34042553191489	5641.0	6877.04255319149	telnet
3788	250128	114	7524	114.0	78.91666666666667	7524.0	5211.0	3796	333246	114	10025	114.0	79.08333333333333	10025.0	6942.625	telnet
3917	258642	129	8514	129.0	79.93877551020408	8514.0	5278.408163265306	3796	333246	114	10025	114.0	79.08333333333333	10025.0	6942.625	telnet
3917	258642	129	8514	129.0	79.93877551020408	8514.0	5278.408163265306	3925	344632	129	11386	129.0	80.10204081632654	11386.0	7033.306122448979	telnet
3983	262998	66	4356	66.0	79.66	4356.0	5259.96	3925	344632	129	11386	129.0	80.10204081632654	11386.0	7033.306122448979	telnet
3983	262998	66	4356	66.0	79.66	4356.0	5259.96	3991	350448	66	5816	66.0	79.82	5816.0	7008.96	telnet
4093	270258	110	7260	110.0	80.25490196078431	7260.0	5299.176470588235	3991	350448	66	5816	66.0	79.82	5816.0	7008.96	telnet
4093	270258	110	7260	110.0	80.25490196078431	7260.0	5299.176470588235	4101	360159	110	9711	110.0	80.41176470588235	9711.0	7061.941176470588	telnet
4205	277650	112	7392	112.0	80.86538461538461	7392.0	5339.423076923077	4101	360159	110	9711	110.0	80.41176470588235	9711.0	7061.941176470588	telnet
4205	277650	112	7392	112.0	80.86538461538461	7392.0	5339.423076923077	4213	370016	112	9857	112.0	81.01923076923077	9857.0	7115.692307692308	telnet
4286	282996	81	5346	81.0	80.86792452830188	5346.0	5339.547169811321	4213	370016	112	9857	112.0	81.01923076923077	9857.0	7115.692307692308	telnet
4286	282996	81	5346	81.0	80.86792452830188	5346.0	5339.547169811321	4294	377135	81	7119	81.0	81.01886792452831	7119.0	7115.754716981132	telnet
4413	291378	127	8382	127.0	81.72222222222223	8382.0	5395.888888888889	4294	377135	81	7119	81.0	81.01886792452831	7119.0	7115.754716981132	telnet
4413	291378	127	8382	127.0	81.72222222222223	8382.0	5395.888888888889	4421	388372	127	11237	127.0	81.87037037037037	11237.0	7192.074074074074	telnet
4558	300948	145	9570	145.0	82.87272727272727	9570.0	5471.781818181818	4421	388372	127	11237	127.0	81.87037037037037	11237.0	7192.074074074074	telnet
4558	300948	145	9570	145.0	82.87272727272727	9570.0	5471.781818181818	4566	401131	145	12759	145.0	83.01818181818182	12759.0	7293.290909090909	telnet
4630	305700	72	4752	72.0	82.67857142857143	4752.0	5458.928571428572	4566	401131	145	12759	145.0	83.01818181818182	12759.0	7293.290909090909	telnet
4630	305700	72	4752	72.0	82.67857142857143	4752.0	5458.928571428572	4638	407434	72	6303	72.0	82.82142857142857	6303.0	7275.607142857143	telnet
4668	308238	38	2538	38.0	81.89473684210526	2538.0	5407.684210526316	4638	407434	72	6303	72.0	82.82142857142857	6303.0	7275.607142857143	telnet
4668	308238	38	2538	38.0	81.89473684210526	2538.0	5407.684210526316	4677	410654	39	3220	39.0	82.05263157894737	3220.0	7204.456140350877	telnet
4746	313386	78	5148	78.0	81.82758620689656	5148.0	5403.206896551724	4677	410654	39	3220	39.0	82.05263157894737	3220.0	7204.456140350877	telnet
4746	313386	78	5148	78.0	81.82758620689656	5148.0	5403.206896551724	4755	417510	78	6856	78.0	81.98275862068965	6856.0	7198.448275862069	telnet
4835	319260	89	5874	89.0	81.94915254237289	5874.0	5411.186440677966	4755	417510	78	6856	78.0	81.98275862068965	6856.0	7198.448275862069	telnet
4835	319260	89	5874	89.0	81.94915254237289	5874.0	5411.186440677966	4844	425358	89	7848	89.0	82.10169491525424	7848.0	7209.457627118644	telnet
4890	322890	55	3630	55.0	81.5	3630.0	5381.5	4844	425358	89	7848	89.0	82.10169491525424	7848.0	7209.457627118644	telnet
4890	322890	55	3630	55.0	81.5	3630.0	5381.5	4899	430213	55	4855	55.0	81.65	4855.0	7170.216666666666	telnet
5063	334308	173	11418	173.0	83.0	11418.0	5480.459016393443	4899	430213	55	4855	55.0	81.65	4855.0	7170.216666666666	telnet
5063	334308	173	11418	173.0	83.0	11418.0	5480.459016393443	5072	445451	173	15238	173.0	83.14754098360656	15238.0	7302.475409836065	telnet
5193	342888	130	8580	130.0	83.75806451612904	8580.0	5530.451612903225	5072	445451	173	15238	173.0	83.14754098360656	15238.0	7302.475409836065	telnet
5193	342888	130	8580	130.0	83.75806451612904	8580.0	5530.451612903225	5202	456894	130	11443	130.0	83.90322580645162	11443.0	7369.258064516129	telnet
5271	348036	78	5148	78.0	83.66666666666667	5148.0	5524.380952380952	5202	456894	130	11443	130.0	83.90322580645162	11443.0	7369.258064516129	telnet
5271	348036	78	5148	78.0	83.66666666666667	5148.0	5524.380952380952	5280	463743	78	6849	78.0	83.80952380952381	6849.0	7361.0	telnet
5325	351600	54	3564	54.0	83.203125	3564.0	5493.75	5280	463743	78	6849	78.0	83.80952380952381	6849.0	7361.0	telnet
5325	351600	54	3564	54.0	83.203125	3564.0	5493.75	5334	468484	54	4741	54.0	83.34375	4741.0	7320.0625	telnet
5503	363348	178	11748	178.0	84.66153846153846	11748.0	5589.969230769231	5334	468484	54	4741	54.0	83.34375	4741.0	7320.0625	telnet
5503	363348	178	11748	178.0	84.66153846153846	11748.0	5589.969230769231	5512	484158	178	15674	178.0	84.8	15674.0	7448.584615384615	telnet
5603	369948	100	6600	100.0	84.89393939393939	6600.0	5605.272727272727	5512	484158	178	15674	178.0	84.8	15674.0	7448.584615384615	telnet
5603	369948	100	6600	100.0	84.89393939393939	6600.0	5605.272727272727	5612	493007	100	8849	100.0	85.03030303030303	8849.0	7469.80303030303	telnet
5603	369948	0	0	0.0	83.6268656716418	0.0	5521.611940298508	5612	493007	100	8849	100.0	85.03030303030303	8849.0	7469.80303030303	telnet
5603	369948	0	0	0.0	83.6268656716418	0.0	5521.611940298508	5612	493007	0	0	0.0	83.76119402985074	0.0	7358.313432835821	telnet
5603	369948	0	0	0.0	82.3970588235294	0.0	5440.411764705882	5612	493007	0	0	0.0	83.76119402985074	0.0	7358.313432835821	telnet
5603	369948	0	0	0.0	82.3970588235294	0.0	5440.411764705882	5612	493007	0	0	0.0	82.52941176470588	0.0	7250.10294117647	telnet
5605	370080	2	132	2.0	81.23188405797102	132.0	5363.478260869565	5612	493007	0	0	0.0	82.52941176470588	0.0	7250.10294117647	telnet
5605	370080	2	132	2.0	81.23188405797102	132.0	5363.478260869565	5614	493144	2	137	2.0	81.3623188405797	137.0	7147.014492753623	telnet
5682	375192	77	5112	77.0	81.17142857142858	5112.0	5359.885714285714	5614	493144	2	137	2.0	81.3623188405797	137.0	7147.014492753623	telnet
5682	375192	77	5112	77.0	81.17142857142858	5112.0	5359.885714285714	5692	499786	78	6642	78.0	81.31428571428572	6642.0	7139.8	telnet
5850	386280	168	11088	168.0	82.3943661971831	11088.0	5440.56338028169	5692	499786	78	6642	78.0	81.31428571428572	6642.0	7139.8	telnet
5850	386280	168	11088	168.0	82.3943661971831	11088.0	5440.56338028169	5860	514535	168	14749	168.0	82.53521126760563	14749.0	7246.971830985915	telnet
6007	396642	157	10362	157.0	83.43055555555556	10362.0	5508.916666666667	5860	514535	168	14749	168.0	82.53521126760563	14749.0	7246.971830985915	telnet
6007	396642	157	10362	157.0	83.43055555555556	10362.0	5508.916666666667	6017	528407	157	13872	157.0	83.56944444444444	13872.0	7338.986111111111	telnet
6084	401724	77	5082	77.0	83.34246575342466	5082.0	5503.068493150685	6017	528407	157	13872	157.0	83.56944444444444	13872.0	7338.986111111111	telnet
6084	401724	77	5082	77.0	83.34246575342466	5082.0	5503.068493150685	6094	535221	77	6814	77.0	83.47945205479452	6814.0	7331.7945205479455	telnet
6084	401724	0	0	0.0	82.21621621621621	0.0	5428.7027027027025	6094	535221	77	6814	77.0	83.47945205479452	6814.0	7331.7945205479455	telnet
6084	401724	0	0	0.0	82.21621621621621	0.0	5428.7027027027025	6094	535221	0	0	0.0	82.35135135135135	0.0	7232.716216216216	telnet
6084	401724	0	0	0.0	81.12	0.0	5356.32	6094	535221	0	0	0.0	82.35135135135135	0.0	7232.716216216216	telnet
6084	401724	0	0	0.0	81.12	0.0	5356.32	6094	535221	0	0	0.0	81.25333333333333	0.0	7136.28	telnet
6084	401724	0	0	0.0	80.05263157894737	0.0	5285.8421052631575	6094	535221	0	0	0.0	81.25333333333333	0.0	7136.28	telnet
6084	401724	0	0	0.0	80.05263157894737	0.0	5285.8421052631575	6094	535221	0	0	0.0	80.1842105263158	0.0	7042.381578947368	telnet
6084	401724	0	0	0.0	79.01298701298701	0.0	5217.194805194805	6094	535221	0	0	0.0	80.1842105263158	0.0	7042.381578947368	telnet
6084	401724	0	0	0.0	79.01298701298701	0.0	5217.194805194805	6094	535221	0	0	0.0	79.14285714285714	0.0	6950.922077922078	telnet
6084	401724	0	0	0.0	78.0	0.0	5150.307692307692	6094	535221	0	0	0.0	79.14285714285714	0.0	6950.922077922078	telnet
6084	401724	0	0	0.0	78.0	0.0	5150.307692307692	6094	535221	0	0	0.0	78.12820512820512	0.0	6861.807692307692	telnet
6084	401724	0	0	0.0	77.0126582278481	0.0	5085.113924050633	6094	535221	0	0	0.0	78.12820512820512	0.0	6861.807692307692	telnet
6084	401724	0	0	0.0	77.0126582278481	0.0	5085.113924050633	6094	535221	0	0	0.0	77.13924050632912	0.0	6774.949367088608	telnet
6084	401724	0	0	0.0	76.05	0.0	5021.55	6094	535221	0	0	0.0	77.13924050632912	0.0	6774.949367088608	telnet
6084	401724	0	0	0.0	76.05	0.0	5021.55	6094	535221	0	0	0.0	76.175	0.0	6690.2625	telnet
6084	401724	0	0	0.0	75.11111111111111	0.0	4959.555555555556	6094	535221	0	0	0.0	76.175	0.0	6690.2625	telnet
6084	401724	0	0	0.0	75.11111111111111	0.0	4959.555555555556	6094	535221	0	0	0.0	75.23456790123457	0.0	6607.666666666667	telnet
6084	401724	0	0	0.0	74.1951219512195	0.0	4899.073170731707	6094	535221	0	0	0.0	75.23456790123457	0.0	6607.666666666667	telnet
6084	401724	0	0	0.0	74.1951219512195	0.0	4899.073170731707	6094	535221	0	0	0.0	74.3170731707317	0.0	6527.085365853659	telnet
6086	401856	2	132	2.0	73.32530120481928	132.0	4841.638554216867	6094	535221	0	0	0.0	74.3170731707317	0.0	6527.085365853659	telnet
6086	401856	2	132	2.0	73.32530120481928	132.0	4841.638554216867	6096	535358	2	137	2.0	73.44578313253012	137.0	6450.096385542169	telnet
6086	401856	0	0	0.0	72.45238095238095	0.0	4784.0	6096	535358	2	137	2.0	73.44578313253012	137.0	6450.096385542169	telnet
6086	401856	0	0	0.0	72.45238095238095	0.0	4784.0	6096	535358	0	0	0.0	72.57142857142857	0.0	6373.309523809524	telnet
6205	409740	119	7884	119.0	73.0	7884.0	4820.470588235294	6096	535358	0	0	0.0	72.57142857142857	0.0	6373.309523809524	telnet
6205	409740	119	7884	119.0	73.0	7884.0	4820.470588235294	6216	545681	120	10323	120.0	73.12941176470588	10323.0	6419.7764705882355	telnet
6354	419574	149	9834	149.0	73.88372093023256	9834.0	4878.767441860465	6216	545681	120	10323	120.0	73.12941176470588	10323.0	6419.7764705882355	telnet
6354	419574	149	9834	149.0	73.88372093023256	9834.0	4878.767441860465	6365	558852	149	13171	149.0	74.01162790697674	13171.0	6498.279069767442	telnet
6506	429606	152	10032	152.0	74.7816091954023	10032.0	4938.0	6365	558852	149	13171	149.0	74.01162790697674	13171.0	6498.279069767442	telnet
6506	429606	152	10032	152.0	74.7816091954023	10032.0	4938.0	6517	572249	152	13397	152.0	74.9080459770115	13397.0	6577.574712643678	telnet
6541	431916	35	2310	35.0	74.32954545454545	2310.0	4908.136363636364	6517	572249	152	13397	152.0	74.9080459770115	13397.0	6577.574712643678	telnet
6541	431916	35	2310	35.0	74.32954545454545	2310.0	4908.136363636364	6552	575316	35	3067	35.0	74.45454545454545	3067.0	6537.681818181818	telnet
6674	440694	133	8778	133.0	74.98876404494382	8778.0	4951.61797752809	6552	575316	35	3067	35.0	74.45454545454545	3067.0	6537.681818181818	telnet
6674	440694	133	8778	133.0	74.98876404494382	8778.0	4951.61797752809	6685	587068	133	11752	133.0	75.11235955056179	11752.0	6596.269662921349	telnet
6818	450198	144	9504	144.0	75.75555555555556	9504.0	5002.2	6685	587068	133	11752	133.0	75.11235955056179	11752.0	6596.269662921349	telnet
6818	450198	144	9504	144.0	75.75555555555556	9504.0	5002.2	6829	599829	144	12761	144.0	75.87777777777778	12761.0	6664.766666666666	telnet
6953	459108	135	8910	135.0	76.4065934065934	8910.0	5045.142857142857	6829	599829	144	12761	144.0	75.87777777777778	12761.0	6664.766666666666	telnet
6953	459108	135	8910	135.0	76.4065934065934	8910.0	5045.142857142857	6964	611684	135	11855	135.0	76.52747252747253	11855.0	6721.802197802198	telnet
7128	470658	175	11550	175.0	77.47826086956522	11550.0	5115.847826086957	6964	611684	135	11855	135.0	76.52747252747253	11855.0	6721.802197802198	telnet
7128	470658	175	11550	175.0	77.47826086956522	11550.0	5115.847826086957	7139	627124	175	15440	175.0	77.59782608695652	15440.0	6816.565217391304	telnet
7274	480294	146	9636	146.0	78.21505376344086	9636.0	5164.451612903225	7139	627124	175	15440	175.0	77.59782608695652	15440.0	6816.565217391304	telnet
7274	480294	146	9636	146.0	78.21505376344086	9636.0	5164.451612903225	7285	640050	146	12926	146.0	78.33333333333333	12926.0	6882.258064516129	telnet
7414	489534	140	9240	140.0	78.87234042553192	9240.0	5207.808510638298	7285	640050	146	12926	146.0	78.33333333333333	12926.0	6882.258064516129	telnet
7414	489534	140	9240	140.0	78.87234042553192	9240.0	5207.808510638298	7425	652428	140	12378	140.0	78.98936170212765	12378.0	6940.723404255319	telnet
